DESC (0)|NTACODE (1)|NTANAME (2)|***HOUSING OCCUPANCY (3)|TOTAL HOUSING UNITS (4)|   OCCUPIED HOUSING UNITS (5)|   VACANT HOUSING UNITS (6)|***UNITS IN STRUCTURE (7)|TOTAL HOUSING UNITS (8)|   1-UNIT, DETACHED (9)|   1-UNIT, ATTACHED (10)|   2 UNITS (11)|   3 OR 4 UNITS (12)|   5 TO 9 UNITS (13)|   10 TO 19 UNITS (14)|   20 OR MORE UNITS (15)|   MOBILE HOME (16)|   BOAT, RV, VAN, ETC. (17)|***YEAR STRUCTURE BUILT (18)|TOTAL HOUSING UNITS (19)|   BUILT 2010 OR LATER (20)|   BUILT 2000 TO 2009 (21)|   BUILT 1990 TO 1999 (22)|   BUILT 1980 TO 1989 (23)|   BUILT 1970 TO 1979 (24)|   BUILT 1960 TO 1969 (25)|   BUILT 1950 TO 1959 (26)|   BUILT 1940 TO 1949 (27)|   BUILT 1939 OR EARLIER (28)|***ROOMS (29)|TOTAL HOUSING UNITS (30)|   1 ROOM (31)|   2 ROOMS (32)|   3 ROOMS (33)|   4 ROOMS (34)|   5 ROOMS (35)|   6 ROOMS (36)|   7 ROOMS (37)|   8 ROOMS (38)|   9 ROOMS OR MORE (39)|***BEDROOMS (40)|TOTAL HOUSING UNITS (41)|   NO BEDROOM (42)|   1 BEDROOM (43)|   2 BEDROOMS (44)|   3 BEDROOMS (45)|   4 BEDROOMS (46)|   5 OR MORE BEDROOMS (47)|***HOUSING TENURE (48)|OCCUPIED HOUSING UNITS (49)|   OWNER-OCCUPIED (50)|   RENTER-OCCUPIED (51)|***YEAR HOUSEHOLDER MOVED INTO UNIT (52)|OCCUPIED HOUSING UNITS (53)|   MOVED IN 2010 OR LATER (54)|   MOVED IN 2000 TO 2009 (55)|   MOVED IN 1990 TO 1999 (56)|   MOVED IN 1980 TO 1989 (57)|   MOVED IN 1970 TO 1979 (58)|   MOVED IN 1969 OR EARLIER (59)|***VEHICLES AVAILABLE (60)|OCCUPIED HOUSING UNITS (61)|   NO VEHICLES AVAILABLE (62)|   1 VEHICLE AVAILABLE (63)|   2 VEHICLES AVAILABLE (64)|   3 OR MORE VEHICLES AVAILABLE (65)|***HOUSE HEATING FUEL  (66)|OCCUPIED HOUSING UNITS (67)|   UTILITY GAS (68)|   BOTTLED, TANK, OR LP GAS (69)|   ELECTRICITY (70)|   FUEL OIL, KEROSENE, ETC. (71)|   COAL OR COKE (72)|   WOOD (73)|   SOLAR ENERGY (74)|   OTHER FUEL (75)|   NO FUEL USED (76)|***SELECTED CHARACTERISTICS (77)|OCCUPIED HOUSING UNITS (78)|   LACKING COMPLETE PLUMBING FACILITIES (79)|   LACKING COMPLETE KITCHEN FACILITIES (80)|   NO TELEPHONE SERVICE AVAILABLE (81)|***OCCUPANTS PER ROOM (82)|OCCUPIED HOUSING UNITS (83)|   1.00 OR LESS (84)|   1.01 TO 1.50 (85)|   1.51 OR MORE (86)|***VALUE (87)| OWNER-OCCUPIED UNITS (88)|   LESS THAN $50,000 (89)|   $50,000 TO $99,999 (90)|   $100,000 TO $149,999 (91)|   $150,000 TO $199,999 (92)|   $200,000 TO $299,999 (93)|   $300,000 TO $499,999 (94)|   $500,000 TO $999,999 (95)|   $1,000,000 OR MORE (96)|***MORTGAGE STATUS (97)|OWNER-OCCUPIED UNITS (98)|   HOUSING UNITS WITH A MORTGAGE (99)|   HOUSING UNITS WITHOUT A MORTGAGE (100)|***SELECTED MONTHLY OWNER COSTS (SMOC) (101)|HOUSING UNITS WITH A MORTGAGE (102)|   LESS THAN $300 (103)|   $300 TO $499 (104)|   $500 TO $699 (105)|   $700 TO $999 (106)|   $1,000 TO $1,499 (107)|   $1,500 TO $1,999 (108)|   $2,000 OR MORE (109)|   HOUSING UNITS WITHOUT A MORTGAGE (110)|   LESS THAN $100 (111)|   $100 TO $199 (112)|   $200 TO $299 (113)|   $300 TO $399 (114)|   $400 OR MORE (115)|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) (116)|HOUSING UNITS WITH A MORTGAGE (EXCL. UNITS WHERE SMOCAPI CAN'T BE CMPTD) (117)|   LESS THAN 20.0 PERCENT (118)|   20.0 TO 24.9 PERCENT (119)|   25.0 TO 29.9 PERCENT (120)|   30.0 TO 34.9 PERCENT (121)|   35.0 PERCENT OR MORE (122)|   NOT COMPUTED (123)|HOUSING UNIT WITHOUT A MORTGAGE (EXCL. UNITS WHERE SMOCAPI CAN'T BE CMPTD) (124)|   LESS THAN 10.0 PERCENT (125)|   10.0 TO 14.9 PERCENT (126)|   15.0 TO 19.9 PERCENT (127)|   20.0 TO 24.9 PERCENT (128)|   25.0 TO 29.9 PERCENT (129)|   30.0 TO 34.9 PERCENT (130)|   35.0 PERCENT OR MORE (131)|   NOT COMPUTED (132)|***GROSS RENT (133)|OCCUPIED UNITS PAYING RENT (134)|   LESS THAN $200 (135)|   $200 TO $299 (136)|   $300 TO $499 (137)|   $500 TO $749 (138)|   $750 TO $999 (139)|   $1,000 TO $1,499 (140)|   $1,500 OR MORE (141)|   NO RENT PAID (142)|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) (143)|OCCUPIED UNITS PAYING RENT (EXCL. UNITS WHERE GRAPI CAN'T BE COMPUTED) (144)|   LESS THAN 15.0 PERCENT (145)|   15.0 TO 19.9 PERCENT (146)|   20.0 TO 24.9 PERCENT (147)|   25.0 TO 29.9 PERCENT (148)|   30.0 TO 34.9 PERCENT (149)|   35.0 PERCENT OR MORE (150)|   NOT COMPUTED (151)
DATA|MN15|Clinton|***HOUSING OCCUPANCY|29,994|25,261|4,733|***UNITS IN STRUCTURE|29,994|155|51|406|368|2,051|4,560|22,389|14|0|***YEAR STRUCTURE BUILT|29,994|58|4,526|1,753|2,734|3,535|2,016|1,885|1,910|11,577|***ROOMS|29,994|5,821|4,782|12,062|5,103|1,428|372|218|41|167|***BEDROOMS|29,994|7,220|15,699|5,740|995|203|137|***HOUSING TENURE|25,261|3,845|21,416|***YEAR HOUSEHOLDER MOVED INTO UNIT|25,261|3,320|13,828|3,798|2,323|1,464|528|***VEHICLES AVAILABLE|25,261|21,946|2,971|344|0|***HOUSE HEATING FUEL |25,261|7,535|268|8,720|7,792|0|0|0|559|387|***SELECTED CHARACTERISTICS|25,261|314|408|1,100|***OCCUPANTS PER ROOM|25,261|24,310|418|533|***VALUE|3,845|39|10|31|13|339|747|1,536|1,130|***MORTGAGE STATUS|3,845|2,561|1,284|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,561|0|12|13|17|229|236|2,054|1,284|78|54|54|35|1,063|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,536|772|366|204|141|1,053|25|1,248|397|76|199|116|151|11|298|36|***GROSS RENT|20,928|114|874|1,297|2,010|1,564|3,328|11,741|488|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|20,435|3,278|2,658|2,280|2,547|2,005|7,667|981
DATA|MN17|Midtown-Midtown South|***HOUSING OCCUPANCY|21,396|15,964|5,432|***UNITS IN STRUCTURE|21,396|225|70|248|326|836|725|18,951|5|10|***YEAR STRUCTURE BUILT|21,396|173|3,352|1,663|1,678|1,211|1,797|886|1,095|9,541|***ROOMS|21,396|4,105|3,463|7,682|3,683|1,287|579|307|80|210|***BEDROOMS|21,396|4,879|10,488|4,708|1,036|170|115|***HOUSING TENURE|15,964|3,588|12,376|***YEAR HOUSEHOLDER MOVED INTO UNIT|15,964|2,850|9,131|1,899|901|874|309|***VEHICLES AVAILABLE|15,964|13,273|2,400|264|27|***HOUSE HEATING FUEL |15,964|4,696|148|5,891|4,439|0|24|16|471|279|***SELECTED CHARACTERISTICS|15,964|146|664|770|***OCCUPANTS PER ROOM|15,964|15,515|162|287|***VALUE|3,588|49|64|41|44|94|273|1,451|1,572|***MORTGAGE STATUS|3,588|2,144|1,444|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,144|0|0|4|31|137|185|1,787|1,444|69|45|41|100|1,189|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,120|1,067|215|117|161|560|24|1,444|607|199|90|106|27|6|409|0|***GROSS RENT|12,067|181|638|267|1,129|503|1,207|8,142|309|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|11,773|2,679|1,794|1,230|1,320|850|3,900|603
DATA|MN19|Turtle Bay-East Midtown|***HOUSING OCCUPANCY|36,964|29,094|7,870|***UNITS IN STRUCTURE|36,964|280|79|137|280|907|1,853|33,410|0|18|***YEAR STRUCTURE BUILT|36,964|0|1,704|794|4,382|4,489|6,903|4,951|2,050|11,691|***ROOMS|36,964|5,415|5,840|11,738|7,197|4,039|1,446|508|285|496|***BEDROOMS|36,964|7,088|17,464|9,310|2,437|484|181|***HOUSING TENURE|29,094|11,961|17,133|***YEAR HOUSEHOLDER MOVED INTO UNIT|29,094|3,990|15,721|4,421|1,988|2,024|950|***VEHICLES AVAILABLE|29,094|22,508|5,866|526|194|***HOUSE HEATING FUEL |29,094|10,021|307|6,828|9,872|12|0|0|1,324|730|***SELECTED CHARACTERISTICS|29,094|29|406|2,101|***OCCUPANTS PER ROOM|29,094|28,521|222|351|***VALUE|11,961|76|116|39|60|441|1,852|5,118|4,259|***MORTGAGE STATUS|11,961|6,592|5,369|***SELECTED MONTHLY OWNER COSTS (SMOC)|6,592|0|18|91|232|415|717|5,119|5,369|366|296|267|237|4,203|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|6,508|3,021|762|395|482|1,848|84|5,238|2,834|659|318|214|261|96|856|131|***GROSS RENT|16,696|29|13|70|346|684|2,252|13,302|437|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|16,577|3,472|1,939|1,951|2,258|1,315|5,642|556
DATA|MN20|Murray Hill-Kips Bay|***HOUSING OCCUPANCY|30,756|26,173|4,583|***UNITS IN STRUCTURE|30,756|157|49|113|174|1,543|1,959|26,746|0|15|***YEAR STRUCTURE BUILT|30,756|127|1,569|1,039|3,789|4,618|6,812|3,652|1,929|7,221|***ROOMS|30,756|4,931|5,512|11,062|5,607|2,245|782|299|159|159|***BEDROOMS|30,756|6,805|15,900|5,677|2,068|190|116|***HOUSING TENURE|26,173|7,555|18,618|***YEAR HOUSEHOLDER MOVED INTO UNIT|26,173|4,197|13,409|3,621|1,948|1,884|1,114|***VEHICLES AVAILABLE|26,173|21,751|4,143|197|82|***HOUSE HEATING FUEL |26,173|10,405|183|7,390|6,755|37|0|0|724|679|***SELECTED CHARACTERISTICS|26,173|102|268|1,925|***OCCUPANTS PER ROOM|26,173|25,187|285|701|***VALUE|7,555|70|11|0|35|126|2,026|3,444|1,843|***MORTGAGE STATUS|7,555|4,677|2,878|***SELECTED MONTHLY OWNER COSTS (SMOC)|4,677|21|17|94|268|347|426|3,504|2,878|95|231|10|70|2,472|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|4,656|2,103|661|397|284|1,211|21|2,799|1,164|393|282|269|103|30|558|79|***GROSS RENT|18,366|111|412|523|1,122|965|2,171|13,062|252|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|17,862|3,146|1,767|2,654|2,188|1,766|6,341|756
DATA|MN21|Gramercy|***HOUSING OCCUPANCY|17,277|14,877|2,400|***UNITS IN STRUCTURE|17,277|83|49|192|392|1,212|1,283|14,048|7|11|***YEAR STRUCTURE BUILT|17,277|11|482|536|1,153|2,127|3,628|1,777|861|6,702|***ROOMS|17,277|3,514|2,771|5,927|3,381|1,132|225|182|84|61|***BEDROOMS|17,277|4,594|8,115|3,358|1,059|100|51|***HOUSING TENURE|14,877|5,081|9,796|***YEAR HOUSEHOLDER MOVED INTO UNIT|14,877|2,175|7,173|2,439|1,272|1,444|374|***VEHICLES AVAILABLE|14,877|12,347|2,267|263|0|***HOUSE HEATING FUEL |14,877|6,110|252|3,205|4,136|0|0|0|568|606|***SELECTED CHARACTERISTICS|14,877|44|222|797|***OCCUPANTS PER ROOM|14,877|14,319|126|432|***VALUE|5,081|114|45|0|57|125|1,148|2,413|1,179|***MORTGAGE STATUS|5,081|2,937|2,144|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,937|0|54|116|198|289|556|1,724|2,144|212|239|127|140|1,426|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,879|1,642|393|231|101|512|58|2,100|1,037|335|92|99|139|96|302|44|***GROSS RENT|9,581|28|301|196|289|566|1,730|6,471|215|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|9,378|1,637|1,354|1,368|1,321|814|2,884|418
DATA|MN50|Stuyvesant Town-Cooper Village|***HOUSING OCCUPANCY|10,891|10,481|410|***UNITS IN STRUCTURE|10,891|59|0|14|52|13|250|10,503|0|0|***YEAR STRUCTURE BUILT|10,891|0|11|23|0|16|190|1,715|8,382|554|***ROOMS|10,891|94|258|4,184|4,832|1,220|221|47|35|0|***BEDROOMS|10,891|94|4,958|4,897|820|122|0|***HOUSING TENURE|10,481|49|10,432|***YEAR HOUSEHOLDER MOVED INTO UNIT|10,481|1,117|3,688|2,614|1,235|1,111|716|***VEHICLES AVAILABLE|10,481|7,836|2,480|165|0|***HOUSE HEATING FUEL |10,481|5,190|9|1,653|1,871|47|0|0|1,222|489|***SELECTED CHARACTERISTICS|10,481|61|34|596|***OCCUPANTS PER ROOM|10,481|10,337|144|0|***VALUE|49|0|0|0|0|0|0|11|38|***MORTGAGE STATUS|49|0|49|***SELECTED MONTHLY OWNER COSTS (SMOC)|0|0|0|0|0|0|0|0|49|0|0|0|0|49|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|0|0|0|0|0|0|0|38|38|0|0|0|0|0|0|11|***GROSS RENT|10,421|0|0|30|167|209|3,055|6,960|11|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|10,098|2,040|1,725|1,505|829|602|3,397|334
DATA|MN12|Upper West Side|***HOUSING OCCUPANCY|75,158|66,941|8,217|***UNITS IN STRUCTURE|75,158|431|446|581|1,368|6,056|9,080|56,611|0|585|***YEAR STRUCTURE BUILT|75,158|64|1,071|1,147|3,490|3,073|5,818|4,352|3,402|52,741|***ROOMS|75,158|8,521|8,617|20,329|16,553|8,784|5,901|3,173|1,354|1,926|***BEDROOMS|75,158|10,596|28,519|22,164|9,733|2,978|1,168|***HOUSING TENURE|66,941|18,970|47,971|***YEAR HOUSEHOLDER MOVED INTO UNIT|66,941|6,938|28,408|11,577|6,318|8,484|5,216|***VEHICLES AVAILABLE|66,941|50,962|14,278|1,598|103|***HOUSE HEATING FUEL |66,941|21,943|902|6,910|34,761|23|14|26|1,452|910|***SELECTED CHARACTERISTICS|66,941|1,225|1,904|1,739|***OCCUPANTS PER ROOM|66,941|64,789|1,222|930|***VALUE|18,970|202|155|58|83|355|2,124|6,320|9,673|***MORTGAGE STATUS|18,970|12,518|6,452|***SELECTED MONTHLY OWNER COSTS (SMOC)|12,518|48|64|217|422|889|1,299|9,579|6,452|305|502|267|315|5,063|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|12,430|6,973|1,300|774|723|2,660|88|6,408|3,419|738|617|267|298|242|827|44|***GROSS RENT|47,039|391|2,010|2,255|3,945|4,572|8,881|24,985|932|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|46,094|10,750|5,790|5,014|5,145|3,750|15,645|1,877
DATA|MN14|Lincoln Square|***HOUSING OCCUPANCY|39,628|32,169|7,459|***UNITS IN STRUCTURE|39,628|159|162|438|308|2,112|2,594|33,839|0|16|***YEAR STRUCTURE BUILT|39,628|140|4,024|4,623|3,001|2,856|6,111|2,342|2,020|14,511|***ROOMS|39,628|4,656|5,801|13,364|8,844|3,270|1,779|738|562|614|***BEDROOMS|39,628|6,241|18,109|10,944|3,487|495|352|***HOUSING TENURE|32,169|12,179|19,990|***YEAR HOUSEHOLDER MOVED INTO UNIT|32,169|3,487|16,474|5,279|2,217|2,778|1,934|***VEHICLES AVAILABLE|32,169|24,009|7,337|708|115|***HOUSE HEATING FUEL |32,169|10,619|495|8,295|10,626|100|0|41|1,525|468|***SELECTED CHARACTERISTICS|32,169|331|572|585|***OCCUPANTS PER ROOM|32,169|31,045|660|464|***VALUE|12,179|200|50|43|39|372|1,915|4,607|4,953|***MORTGAGE STATUS|12,179|6,725|5,454|***SELECTED MONTHLY OWNER COSTS (SMOC)|6,725|23|0|78|251|496|643|5,234|5,454|426|173|318|142|4,395|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|6,725|3,244|727|594|464|1,696|0|5,308|2,228|852|515|312|156|92|1,153|146|***GROSS RENT|19,434|224|395|932|1,283|1,319|2,942|12,339|556|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|19,155|4,584|2,832|2,257|2,191|1,760|5,531|835
DATA|MN31|Lenox Hill-Roosevelt Island|***HOUSING OCCUPANCY|52,158|43,515|8,643|***UNITS IN STRUCTURE|52,158|231|243|262|308|1,448|4,275|45,342|9|40|***YEAR STRUCTURE BUILT|52,158|0|2,279|1,799|4,819|7,363|11,827|7,641|2,775|13,655|***ROOMS|52,158|7,456|9,808|16,979|10,732|3,874|1,696|568|496|549|***BEDROOMS|52,158|9,894|23,865|12,826|4,362|693|518|***HOUSING TENURE|43,515|11,139|32,376|***YEAR HOUSEHOLDER MOVED INTO UNIT|43,515|6,458|21,597|7,010|3,228|3,444|1,778|***VEHICLES AVAILABLE|43,515|32,280|10,101|908|226|***HOUSE HEATING FUEL |43,515|18,219|560|9,969|12,799|26|16|78|957|891|***SELECTED CHARACTERISTICS|43,515|151|264|1,288|***OCCUPANTS PER ROOM|43,515|41,757|961|797|***VALUE|11,139|125|135|52|14|335|2,051|4,350|4,077|***MORTGAGE STATUS|11,139|6,554|4,585|***SELECTED MONTHLY OWNER COSTS (SMOC)|6,554|9|40|57|357|646|757|4,688|4,585|357|200|182|199|3,647|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|6,539|3,196|712|653|444|1,534|15|4,557|1,708|709|530|325|348|151|786|28|***GROSS RENT|31,538|75|330|297|1,380|1,879|5,581|21,996|838|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|30,931|6,729|4,068|4,298|3,532|2,577|9,727|1,445
DATA|MN32|Yorkville|***HOUSING OCCUPANCY|48,567|43,613|4,954|***UNITS IN STRUCTURE|48,567|211|262|80|381|1,470|8,032|38,116|0|15|***YEAR STRUCTURE BUILT|48,567|98|1,314|2,119|5,695|8,248|9,214|5,848|2,777|13,254|***ROOMS|48,567|6,862|7,170|17,274|9,423|4,290|1,934|636|336|642|***BEDROOMS|48,567|8,671|23,661|11,839|3,204|777|415|***HOUSING TENURE|43,613|11,461|32,152|***YEAR HOUSEHOLDER MOVED INTO UNIT|43,613|6,396|22,381|6,231|3,249|3,789|1,567|***VEHICLES AVAILABLE|43,613|33,080|9,901|487|145|***HOUSE HEATING FUEL |43,613|15,433|590|12,905|13,186|126|15|0|674|684|***SELECTED CHARACTERISTICS|43,613|101|127|1,157|***OCCUPANTS PER ROOM|43,613|42,261|433|919|***VALUE|11,461|94|78|162|35|434|2,254|4,527|3,877|***MORTGAGE STATUS|11,461|6,609|4,852|***SELECTED MONTHLY OWNER COSTS (SMOC)|6,609|49|26|72|151|520|729|5,062|4,852|329|175|129|275|3,944|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|6,569|3,015|716|477|650|1,711|40|4,804|2,326|364|473|232|180|298|931|48|***GROSS RENT|31,706|342|536|843|1,805|1,529|5,027|21,624|446|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|31,465|6,152|4,036|3,890|3,537|3,077|10,773|687
DATA|MN40|Upper East Side-Carnegie Hill|***HOUSING OCCUPANCY|37,543|28,751|8,792|***UNITS IN STRUCTURE|37,543|595|543|254|630|2,431|4,005|28,989|79|17|***YEAR STRUCTURE BUILT|37,543|0|577|463|2,099|2,312|4,999|4,119|3,066|19,908|***ROOMS|37,543|2,221|4,332|8,766|5,598|5,632|3,980|2,502|1,509|3,003|***BEDROOMS|37,543|2,980|12,317|11,669|6,669|2,951|957|***HOUSING TENURE|28,751|16,660|12,091|***YEAR HOUSEHOLDER MOVED INTO UNIT|28,751|2,774|11,593|6,244|3,283|3,020|1,837|***VEHICLES AVAILABLE|28,751|18,787|8,600|1,176|188|***HOUSE HEATING FUEL |28,751|9,925|399|5,299|11,386|13|0|18|1,319|392|***SELECTED CHARACTERISTICS|28,751|61|99|463|***OCCUPANTS PER ROOM|28,751|28,229|220|302|***VALUE|16,660|131|65|143|54|212|756|3,363|11,936|***MORTGAGE STATUS|16,660|7,240|9,420|***SELECTED MONTHLY OWNER COSTS (SMOC)|7,240|0|0|77|118|194|370|6,481|9,420|485|405|451|520|7,559|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|7,204|3,976|746|377|330|1,775|36|9,366|5,377|920|699|528|432|212|1,198|54|***GROSS RENT|11,208|16|45|94|637|406|1,617|8,393|883|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|11,078|3,190|1,347|1,240|1,145|810|3,346|1,013
DATA|MN04|Hamilton Heights|***HOUSING OCCUPANCY|20,727|18,678|2,049|***UNITS IN STRUCTURE|20,727|287|581|340|1,052|1,331|1,755|15,272|0|109|***YEAR STRUCTURE BUILT|20,727|80|381|224|341|374|917|1,145|1,644|15,621|***ROOMS|20,727|1,773|1,105|4,669|5,785|4,031|1,919|499|317|629|***BEDROOMS|20,727|1,835|5,831|6,690|4,292|1,540|539|***HOUSING TENURE|18,678|2,400|16,278|***YEAR HOUSEHOLDER MOVED INTO UNIT|18,678|1,879|8,505|3,545|2,132|1,448|1,169|***VEHICLES AVAILABLE|18,678|14,904|3,140|528|106|***HOUSE HEATING FUEL |18,678|4,452|260|1,138|12,380|122|0|0|194|132|***SELECTED CHARACTERISTICS|18,678|258|260|885|***OCCUPANTS PER ROOM|18,678|16,905|1,074|699|***VALUE|2,400|302|40|56|174|179|448|221|980|***MORTGAGE STATUS|2,400|1,358|1,042|***SELECTED MONTHLY OWNER COSTS (SMOC)|1,358|14|0|75|48|106|193|922|1,042|166|222|51|0|603|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|1,358|535|141|153|83|446|0|1,028|546|128|53|138|49|12|102|14|***GROSS RENT|15,829|255|887|1,436|1,655|3,206|5,558|2,832|449|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|15,662|1,999|1,749|1,786|1,578|1,213|7,337|616
DATA|MN06|Manhattanville|***HOUSING OCCUPANCY|8,810|8,130|680|***UNITS IN STRUCTURE|8,810|114|27|61|208|307|955|7,091|28|19|***YEAR STRUCTURE BUILT|8,810|0|145|238|306|1,210|866|907|626|4,512|***ROOMS|8,810|556|338|1,900|3,320|1,531|840|268|17|40|***BEDROOMS|8,810|613|2,015|3,757|1,683|545|197|***HOUSING TENURE|8,130|239|7,891|***YEAR HOUSEHOLDER MOVED INTO UNIT|8,130|759|3,127|2,135|982|602|525|***VEHICLES AVAILABLE|8,130|6,706|1,222|202|0|***HOUSE HEATING FUEL |8,130|2,446|77|904|4,385|98|0|0|93|127|***SELECTED CHARACTERISTICS|8,130|23|23|558|***OCCUPANTS PER ROOM|8,130|7,312|519|299|***VALUE|239|45|44|38|0|0|73|20|19|***MORTGAGE STATUS|239|112|127|***SELECTED MONTHLY OWNER COSTS (SMOC)|112|0|0|0|36|15|0|61|127|0|53|0|22|52|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|97|0|8|8|0|81|15|127|87|14|14|0|0|0|12|0|***GROSS RENT|7,630|165|604|1,172|1,453|1,262|1,896|1,078|261|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|7,419|698|735|692|831|546|3,917|472
DATA|MN09|Morningside Heights|***HOUSING OCCUPANCY|21,908|20,166|1,742|***UNITS IN STRUCTURE|21,908|39|33|248|215|654|2,427|18,216|19|57|***YEAR STRUCTURE BUILT|21,908|0|755|240|822|758|919|2,954|1,393|14,067|***ROOMS|21,908|1,315|1,595|5,625|6,950|3,888|1,686|484|186|179|***BEDROOMS|21,908|1,538|6,882|8,729|4,021|583|155|***HOUSING TENURE|20,166|3,639|16,527|***YEAR HOUSEHOLDER MOVED INTO UNIT|20,166|2,703|8,903|3,502|1,920|1,367|1,771|***VEHICLES AVAILABLE|20,166|16,290|3,582|189|105|***HOUSE HEATING FUEL |20,166|6,000|377|1,711|11,347|23|0|0|363|345|***SELECTED CHARACTERISTICS|20,166|184|262|1,012|***OCCUPANTS PER ROOM|20,166|19,377|548|241|***VALUE|3,639|126|0|31|12|232|825|1,512|901|***MORTGAGE STATUS|3,639|1,971|1,668|***SELECTED MONTHLY OWNER COSTS (SMOC)|1,971|0|0|0|82|289|303|1,297|1,668|262|203|147|117|939|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|1,971|892|475|214|92|298|0|1,640|1,042|96|65|141|58|29|209|28|***GROSS RENT|16,071|195|682|1,254|1,414|2,083|3,330|7,113|456|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|14,763|2,310|1,775|2,026|1,300|1,466|5,886|1,764
DATA|MN03|Central Harlem North-Polo Grounds|***HOUSING OCCUPANCY|37,771|33,203|4,568|***UNITS IN STRUCTURE|37,771|338|944|940|2,077|2,778|6,817|23,759|23|95|***YEAR STRUCTURE BUILT|37,771|22|3,071|2,203|1,020|1,958|7,116|5,424|3,157|13,800|***ROOMS|37,771|3,643|2,354|11,291|12,275|5,068|1,522|626|337|655|***BEDROOMS|37,771|3,975|12,815|14,000|5,161|1,239|581|***HOUSING TENURE|33,203|4,045|29,158|***YEAR HOUSEHOLDER MOVED INTO UNIT|33,203|3,299|16,579|7,092|2,593|1,653|1,987|***VEHICLES AVAILABLE|33,203|25,745|6,291|1,065|102|***HOUSE HEATING FUEL |33,203|12,579|397|3,113|16,265|59|11|7|464|308|***SELECTED CHARACTERISTICS|33,203|509|530|1,648|***OCCUPANTS PER ROOM|33,203|31,109|1,223|871|***VALUE|4,045|191|253|163|173|277|843|1,173|972|***MORTGAGE STATUS|4,045|2,577|1,468|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,577|21|12|63|77|365|345|1,694|1,468|396|107|86|54|825|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,566|812|389|278|288|799|11|1,439|796|267|48|0|62|0|266|29|***GROSS RENT|28,694|793|3,008|3,484|5,393|6,294|6,691|3,031|464|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|28,029|4,053|3,261|3,559|3,453|2,803|10,900|1,129
