DESC (0)|NTACODE (1)|NTANAME (2)|***HOUSEHOLD BY TYPE (3)|TOTAL HOUSEHOLDS (4)|  FAMILY HOUSEHOLDS (FAMILIES) (5)|      WITH OWN CHILDREN UNDER 18 YEARS (6)|    MARRIED-COUPLE FAMILY (7)|      WITH OWN CHILDREN UNDER 18 YEARS (8)|    MALE HOUSEHLDR, NO WIFE PRESENT, FAMILY (9)|      WITH OWN CHILDREN UNDER 18 YEARS (10)|    FEMALE HOUSEHLDR, NO HUSBAND PRESENT, FAMILY (11)|      WITH OWN CHILDREN UNDER 18 YEARS (12)|  NONFAMILY HOUSEHOLDS (13)|    HOUSEHOLDER LIVING ALONE (14)|       65 YEARS AND OVER (15)|  HOUSEHOLDS WITH ONE OR MORE PEOPLE UNDER 18 YEARS (16)|  HOUSEHOLDS WITH ONE OR MORE PEOPLE 65 YEARS AND OVER (17)|  AVERAGE HOUSEHOLD SIZE (18)|  AVERAGE FAMILY SIZE (19)|***RELATIONSHIP (20)|POPULATION IN HOUSEHOLDS (21)|  HOUSEHOLDER (22)|  SPOUSE (23)|  CHILD (24)|  OTHER RELATIVES (25)|  NONRELATIVES (26)|  NONRELATIVES - UNMARRIED PARTNER (27)|***MARITAL STATUS (28)|MALES 15 YEARS AND OVER (29)|  NEVER MARRIED (30)|  NOW MARRIED, EXCEPT SEPARATED (31)|  SEPARATED (32)|  WIDOWED (33)|  DIVORCED (34)|FEMALES 15 YEARS AND OVER (35)|  NEVER MARRIED (36)|  NOW MARRIED, EXCEPT SEPARATED (37)|  SEPARATED (38)|  WIDOWED (39)|  DIVORCED (40)|***GRANDPARENTS (41)|  NUMBER OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS (42)|  RESPONSIBLE FOR GRANDCHILDREN (43)|      LESS THAN 1 YEAR (44)|      1 OR 2 YEARS (45)|      3 OR 4 YEARS (46)|      5 OR MORE YEARS (47)|NUMBER OF GRANDPARENTS RESPONSIBLE FOR OWN GRANDCHILDREN UNDER 18 YEARS (48)|  WHO ARE FEMALE (49)|  WHO ARE MARRIED (50)|***SCHOOL ENROLLMENT (51)|POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL (52)|  NURSERY SCHOOL, PRESCHOOL (53)|  KINDERGARTEN (54)|  ELEMENTARY SCHOOL (GRADES 1-8) (55)|  HIGH SCHOOL (GRADES 9-12) (56)|  COLLEGE OR GRADUATE SCHOOL (57)|***EDUCATIONAL ATTAINMENT (58)|POPULATION 25 YEARS AND OVER (59)|  LESS THAN 9TH GRADE (60)|  9TH TO 12TH GRADE, NO DIPLOMA (61)|  HIGH SCHOOL GRADUATE (INCLUDES EQUIVALENCY) (62)|  SOME COLLEGE, NO DEGREE (63)|  ASSOCIATE'S DEGREE (64)|  BACHELOR'S DEGREE (65)|  GRADUATE OR PROFESSIONAL DEGREE (66)|  PERCENT HIGH SCHOOL GRADUATE OR HIGHER (67)|  PERCENT BACHELOR'S DEGREE OR HIGHER (68)|***VETERAN STATUS (69)|CIVILIAN POPULATION 18 YEARS AND OVER (70)|  CIVILIAN VETERANS (71)|***RESIDENCE 1 YEAR AGO (72)|POPULATION 1 YEAR AND OVER (73)|  SAME HOUSE (74)|  DIFFERENT HOUSE IN THE U.S. (75)|    SAME COUNTY (76)|    DIFFERENT COUNTY (77)|      SAME STATE (78)|      DIFFERENT STATE (79)|  ABROAD (80)|***PLACE OF BIRTH (81)|TOTAL POPULATION (82)|  NATIVE (83)|    BORN IN UNITED STATES (84)|      STATE OF RESIDENCE (85)|      DIFFERENT STATE (86)|    BORN IN PUERTO RICO, U.S. ISLAND AREAS, OR BORN ABROAD TO AMERICAN PARENT(S) (87)|  FOREIGN BORN (88)|***U.S. CITIZENSHIP STATUS (89)|FOREIGN-BORN POPULATION (90)|  NATURALIZED U.S. CITIZEN (91)|  NOT A U.S. CITIZEN (92)|***YEAR OF ENTRY (93)|POPULATION BORN OUTSIDE THE U.S. (94)|  NATIVE (95)|    ENTERED 2010 OR LATER (96)|    ENTERED BEFORE 2010 (97)|  FOREIGN BORN (98)|    ENTERED 2010 OR LATER (99)|    ENTERED BEFORE 2010 (100)|***WORLD REGION OF BIRTH OF FOREIGN BORN (101)|FOREIGN-BORN POPULATION, EXCLUDING POPULATION BORN AT SEA (102)|  EUROPE (103)|  ASIA (104)|  AFRICA (105)|  OCEANIA (106)|  LATIN AMERICA (107)|  NORTHERN AMERICA (108)|***LANGUAGE SPOKEN AT HOME (109)|POPULATION 5 YEARS AND OVER (110)|  ENGLISH ONLY (111)|  LANGUAGE OTHER THAN ENGLISH (112)|      SPEAK ENGLISH LESS THAN "VERY WELL" (113)|    SPANISH (114)|      SPEAK ENGLISH LESS THAN "VERY WELL" (115)|    OTHER INDO-EUROPEAN LANGUAGES (116)|      SPEAK ENGLISH LESS THAN "VERY WELL" (117)|    ASIAN AND PACIFIC ISLANDER LANGUAGES (118)|      SPEAK ENGLISH LESS THAN "VERY WELL" (119)|    OTHER LANGUAGES (120)|      SPEAK ENGLISH LESS THAN "VERY WELL" (121)|***ANCESTRY (122)|TOTAL POPULATION (123)|  AMERICAN (124)|  ARAB (125)|  CZECH (126)|  DANISH (127)|  DUTCH (128)|  ENGLISH (129)|  FRENCH (EXCEPT BASQUE) (130)|  FRENCH CANADIAN (131)|  GERMAN (132)|  GREEK (133)|  HUNGARIAN (134)|  IRISH (135)|  ITALIAN (136)|  LITHUANIAN (137)|  NORWEGIAN (138)|  POLISH (139)|  PORTUGUESE (140)|  RUSSIAN (141)|  SCOTCH-IRISH (142)|  SCOTTISH (143)|  SLOVAK (144)|  SUBSAHARAN AFRICAN (145)|  SWISS (146)|  UKRAINIAN (147)|  WELSH (148)|  WEST INDIAN (EXCLUDING HISPANIC ORIGIN GROUPS) (149)
DATA|MN28|Lower East Side|***HOUSEHOLD BY TYPE|30,216|16,221|5,481|8,523|2,558|1,491|545|6,207|2,378|13,995|11,752|4,275|6,892|9,621|2.4|3.3|***RELATIONSHIP|72,802|30,216|8,517|21,655|7,654|4,760|1,234|***MARITAL STATUS|30,250|15,410|10,786|849|880|2,325|34,521|13,965|10,807|1,635|4,195|3,919|***GRANDPARENTS|2,622|569|64|175|87|243|569|493|284|***SCHOOL ENROLLMENT|15,618|1,259|735|4,978|3,586|5,060|***EDUCATIONAL ATTAINMENT|54,940|11,470|6,688|11,452|6,304|2,124|11,270|5,632|-|-|***VETERAN STATUS|62,087|1,778|***RESIDENCE 1 YEAR AGO|73,701|66,785|6,175|2,979|3,196|2,036|1,160|741|***PLACE OF BIRTH|74,243|51,268|43,163|33,109|10,054|8,105|22,975|***U.S. CITIZENSHIP STATUS|22,975|13,738|9,237|***YEAR OF ENTRY|31,080|8,105|7|8,098|22,975|567|22,408|***WORLD REGION OF BIRTH OF FOREIGN BORN|22,975|2,439|14,484|452|218|5,171|211|***LANGUAGE SPOKEN AT HOME|71,038|29,278|41,760|21,662|22,130|9,032|2,722|707|15,715|11,862|1,193|61|***ANCESTRY|74,243|1,060|421|48|77|312|1,161|633|55|2,078|282|237|2,725|2,919|190|234|2,010|212|1,445|104|357|21|771|150|227|186|554
DATA|MN13|Hudson Yards-Chelsea-Flat Iron-Union Square|***HOUSEHOLD BY TYPE|39,072|10,454|3,927|7,701|2,562|613|314|2,140|1,051|28,618|22,805|4,304|4,205|6,499|1.7|2.8|***RELATIONSHIP|66,575|39,072|7,680|9,130|1,877|8,816|3,942|***MARITAL STATUS|32,273|20,266|8,860|545|442|2,160|31,225|17,101|8,606|804|1,232|3,482|***GRANDPARENTS|434|162|89|0|0|73|162|71|160|***SCHOOL ENROLLMENT|11,174|748|456|2,291|1,107|6,572|***EDUCATIONAL ATTAINMENT|56,248|1,688|1,783|4,394|5,824|2,124|21,474|18,961|-|-|***VETERAN STATUS|62,726|1,892|***RESIDENCE 1 YEAR AGO|68,574|55,149|12,222|6,271|5,951|1,960|3,991|1,203|***PLACE OF BIRTH|69,299|53,861|51,891|27,706|24,185|1,970|15,438|***U.S. CITIZENSHIP STATUS|15,438|7,529|7,909|***YEAR OF ENTRY|17,408|1,970|96|1,874|15,438|836|14,602|***WORLD REGION OF BIRTH OF FOREIGN BORN|15,438|4,556|5,507|331|317|3,579|1,148|***LANGUAGE SPOKEN AT HOME|66,541|47,106|19,435|5,116|8,153|2,494|6,207|848|4,404|1,623|671|151|***ANCESTRY|69,299|1,817|537|249|227|608|5,578|2,359|394|6,453|853|625|7,161|7,235|237|336|4,783|283|4,875|363|1,401|106|462|251|422|411|716
DATA|MN15|Clinton|***HOUSEHOLD BY TYPE|25,261|5,861|1,699|4,027|1,004|546|161|1,288|534|19,400|15,565|3,044|1,860|4,116|1.7|2.7|***RELATIONSHIP|42,103|25,261|4,006|4,575|1,453|6,808|1,570|***MARITAL STATUS|21,005|13,702|4,865|445|288|1,705|19,465|11,082|4,557|545|961|2,320|***GRANDPARENTS|176|94|29|65|0|0|94|94|51|***SCHOOL ENROLLMENT|6,297|227|99|1,052|774|4,145|***EDUCATIONAL ATTAINMENT|35,364|1,722|1,394|4,213|4,120|1,466|12,750|9,699|-|-|***VETERAN STATUS|39,918|1,244|***RESIDENCE 1 YEAR AGO|42,641|33,193|8,609|4,334|4,275|1,825|2,450|839|***PLACE OF BIRTH|42,931|30,650|29,461|14,674|14,787|1,189|12,281|***U.S. CITIZENSHIP STATUS|12,281|5,497|6,784|***YEAR OF ENTRY|13,470|1,189|27|1,162|12,281|532|11,749|***WORLD REGION OF BIRTH OF FOREIGN BORN|12,281|2,635|4,328|123|145|4,664|386|***LANGUAGE SPOKEN AT HOME|41,768|27,511|14,257|4,970|6,950|2,916|3,540|615|3,329|1,368|438|71|***ANCESTRY|42,931|1,538|415|92|106|524|3,140|978|184|3,895|365|208|5,188|3,738|124|266|1,781|140|2,184|202|666|105|303|267|331|225|324
DATA|MN17|Midtown-Midtown South|***HOUSEHOLD BY TYPE|15,964|4,653|1,215|3,920|947|107|33|626|235|11,311|9,286|1,685|1,293|2,794|1.6|2.4|***RELATIONSHIP|26,103|15,964|3,867|2,138|493|3,641|999|***MARITAL STATUS|13,402|7,436|4,665|177|172|952|13,259|7,221|4,274|158|469|1,137|***GRANDPARENTS|35|0|0|0|0|0|0|0|0|***SCHOOL ENROLLMENT|5,044|200|42|521|195|4,086|***EDUCATIONAL ATTAINMENT|22,526|412|440|1,803|1,964|554|8,619|8,734|-|-|***VETERAN STATUS|26,570|1,033|***RESIDENCE 1 YEAR AGO|27,999|20,133|6,482|2,644|3,838|1,245|2,593|1,384|***PLACE OF BIRTH|28,228|19,672|18,913|8,926|9,987|759|8,556|***U.S. CITIZENSHIP STATUS|8,556|3,272|5,284|***YEAR OF ENTRY|9,315|759|85|674|8,556|1,027|7,529|***WORLD REGION OF BIRTH OF FOREIGN BORN|8,556|2,344|4,083|256|220|1,284|369|***LANGUAGE SPOKEN AT HOME|27,340|18,067|9,273|2,572|1,896|633|3,692|524|3,192|1,311|493|104|***ANCESTRY|28,228|937|420|106|85|146|1,701|1,065|180|2,603|211|276|2,748|2,419|170|98|1,637|217|2,170|152|322|24|277|110|131|156|340
DATA|MN19|Turtle Bay-East Midtown|***HOUSEHOLD BY TYPE|29,094|9,162|2,681|7,977|2,324|327|159|858|198|19,932|17,206|4,629|2,706|7,356|1.6|2.5|***RELATIONSHIP|47,887|29,094|8,028|4,807|1,051|4,907|1,221|***MARITAL STATUS|20,301|9,146|8,982|160|320|1,693|24,647|11,454|8,585|153|1,564|2,891|***GRANDPARENTS|26|25|0|0|0|25|25|25|0|***SCHOOL ENROLLMENT|4,869|600|285|1,034|378|2,572|***EDUCATIONAL ATTAINMENT|40,594|285|474|2,363|3,716|1,335|17,290|15,131|-|-|***VETERAN STATUS|44,635|2,039|***RESIDENCE 1 YEAR AGO|47,697|39,432|7,537|3,890|3,647|1,237|2,410|728|***PLACE OF BIRTH|48,393|36,177|35,277|20,680|14,597|900|12,216|***U.S. CITIZENSHIP STATUS|12,216|5,094|7,122|***YEAR OF ENTRY|13,116|900|0|900|12,216|566|11,650|***WORLD REGION OF BIRTH OF FOREIGN BORN|12,216|4,539|5,066|599|191|1,475|346|***LANGUAGE SPOKEN AT HOME|46,458|33,386|13,072|2,933|2,558|443|6,094|1,168|3,310|1,120|1,110|202|***ANCESTRY|48,393|3,267|1,260|326|304|433|3,417|1,692|94|3,953|1,051|740|5,685|5,180|213|287|2,618|198|4,342|176|978|63|105|201|249|245|246
DATA|MN20|Murray Hill-Kips Bay|***HOUSEHOLD BY TYPE|26,173|7,280|2,427|5,712|1,954|240|54|1,328|419|18,893|14,541|3,140|2,568|4,812|1.8|2.7|***RELATIONSHIP|47,097|26,173|5,669|5,195|1,786|8,274|1,795|***MARITAL STATUS|20,793|12,194|6,822|201|288|1,288|24,905|15,304|6,380|222|1,038|1,961|***GRANDPARENTS|364|170|25|66|28|51|170|108|107|***SCHOOL ENROLLMENT|8,770|696|161|1,507|609|5,797|***EDUCATIONAL ATTAINMENT|37,558|555|719|2,231|3,527|1,280|15,968|13,278|-|-|***VETERAN STATUS|45,297|1,267|***RESIDENCE 1 YEAR AGO|49,060|36,623|10,814|4,755|6,059|1,767|4,292|1,623|***PLACE OF BIRTH|49,515|38,583|37,583|20,414|17,169|1,000|10,932|***U.S. CITIZENSHIP STATUS|10,932|5,127|5,805|***YEAR OF ENTRY|11,932|1,000|5|995|10,932|899|10,033|***WORLD REGION OF BIRTH OF FOREIGN BORN|10,932|3,748|4,658|285|30|1,950|261|***LANGUAGE SPOKEN AT HOME|47,625|33,448|14,177|4,096|4,339|1,113|5,201|1,056|3,814|1,824|823|103|***ANCESTRY|49,515|2,127|796|321|260|342|2,568|854|158|4,057|338|522|4,924|5,229|163|240|3,592|50|3,819|492|759|133|215|193|509|171|192
DATA|MN21|Gramercy|***HOUSEHOLD BY TYPE|14,877|3,612|979|2,794|686|310|57|508|236|11,265|8,724|1,756|979|2,540|1.6|2.5|***RELATIONSHIP|24,435|14,877|2,803|1,884|623|4,248|1,146|***MARITAL STATUS|10,714|6,631|3,059|194|162|668|13,938|9,266|3,156|90|393|1,033|***GRANDPARENTS|0|0|0|0|0|0|0|0|0|***SCHOOL ENROLLMENT|4,214|250|83|590|139|3,152|***EDUCATIONAL ATTAINMENT|20,982|370|341|1,500|1,472|807|9,484|7,008|-|-|***VETERAN STATUS|24,459|990|***RESIDENCE 1 YEAR AGO|25,844|19,970|5,118|2,913|2,205|743|1,462|756|***PLACE OF BIRTH|26,075|21,312|20,482|10,945|9,537|830|4,763|***U.S. CITIZENSHIP STATUS|4,763|2,362|2,401|***YEAR OF ENTRY|5,593|830|142|688|4,763|407|4,356|***WORLD REGION OF BIRTH OF FOREIGN BORN|4,763|1,649|1,954|180|89|642|249|***LANGUAGE SPOKEN AT HOME|25,414|19,983|5,431|1,109|1,405|426|1,898|260|1,658|379|470|44|***ANCESTRY|26,075|1,208|183|27|107|202|1,873|526|126|2,883|464|469|3,264|2,462|171|127|2,050|89|2,857|120|580|68|184|131|229|343|149
DATA|MN50|Stuyvesant Town-Cooper Village|***HOUSEHOLD BY TYPE|10,481|3,951|1,173|2,918|784|247|104|786|285|6,530|4,410|1,568|1,252|2,869|2.1|2.7|***RELATIONSHIP|21,864|10,481|2,934|2,711|1,185|4,553|690|***MARITAL STATUS|8,804|4,907|3,119|43|179|556|11,331|5,901|3,152|174|1,165|939|***GRANDPARENTS|144|41|0|0|41|0|41|41|20|***SCHOOL ENROLLMENT|4,104|295|182|873|256|2,498|***EDUCATIONAL ATTAINMENT|16,612|275|345|1,205|1,702|475|6,898|5,712|-|-|***VETERAN STATUS|19,975|786|***RESIDENCE 1 YEAR AGO|21,804|17,396|3,993|1,991|2,002|870|1,132|415|***PLACE OF BIRTH|21,864|17,348|16,788|9,868|6,920|560|4,516|***U.S. CITIZENSHIP STATUS|4,516|2,417|2,099|***YEAR OF ENTRY|5,076|560|0|560|4,516|236|4,280|***WORLD REGION OF BIRTH OF FOREIGN BORN|4,516|1,020|2,505|56|78|836|21|***LANGUAGE SPOKEN AT HOME|21,293|16,495|4,798|948|1,131|82|1,735|423|1,831|387|101|56|***ANCESTRY|21,864|798|252|67|127|310|1,201|544|130|2,471|99|294|5,261|1,907|86|140|1,108|27|1,147|99|299|0|199|67|235|171|196
DATA|MN12|Upper West Side|***HOUSEHOLD BY TYPE|66,941|27,834|11,700|21,114|8,668|1,813|786|4,907|2,246|39,107|32,385|9,855|12,415|17,337|2.0|2.9|***RELATIONSHIP|133,253|66,941|21,093|27,614|5,480|12,125|4,077|***MARITAL STATUS|53,589|24,122|23,015|1,050|1,097|4,305|63,774|26,577|23,221|1,445|4,885|7,646|***GRANDPARENTS|1,416|342|115|28|102|97|342|236|162|***SCHOOL ENROLLMENT|26,254|2,497|1,327|8,429|3,739|10,262|***EDUCATIONAL ATTAINMENT|106,597|3,307|3,589|9,008|10,073|3,090|33,730|43,800|-|-|***VETERAN STATUS|114,390|4,650|***RESIDENCE 1 YEAR AGO|134,115|114,964|16,931|9,799|7,132|2,705|4,427|2,220|***PLACE OF BIRTH|135,718|106,900|102,699|61,150|41,549|4,201|28,818|***U.S. CITIZENSHIP STATUS|28,818|14,251|14,567|***YEAR OF ENTRY|33,019|4,201|27|4,174|28,818|1,296|27,522|***WORLD REGION OF BIRTH OF FOREIGN BORN|28,818|10,296|6,733|1,405|394|8,825|1,165|***LANGUAGE SPOKEN AT HOME|128,203|92,811|35,392|9,902|15,219|5,464|12,425|2,403|5,238|1,724|2,510|311|***ANCESTRY|135,718|5,618|870|531|544|1,107|10,508|4,277|395|13,603|1,312|1,945|12,052|8,420|815|849|8,462|331|13,065|960|2,480|238|1,092|838|1,433|771|2,188
DATA|MN14|Lincoln Square|***HOUSEHOLD BY TYPE|32,169|12,290|5,201|10,206|4,217|379|218|1,705|766|19,879|17,242|4,741|5,493|7,826|1.8|2.8|***RELATIONSHIP|58,503|32,169|10,242|10,532|1,531|4,029|2,077|***MARITAL STATUS|24,563|11,232|11,111|200|381|1,639|27,697|11,104|10,982|301|1,973|3,337|***GRANDPARENTS|398|187|35|26|26|100|187|104|161|***SCHOOL ENROLLMENT|8,901|1,260|324|2,615|984|3,718|***EDUCATIONAL ATTAINMENT|47,993|871|956|3,005|3,772|1,076|16,447|21,866|-|-|***VETERAN STATUS|51,287|2,390|***RESIDENCE 1 YEAR AGO|59,211|50,699|7,472|4,207|3,265|683|2,582|1,040|***PLACE OF BIRTH|60,205|47,645|45,896|27,187|18,709|1,749|12,560|***U.S. CITIZENSHIP STATUS|12,560|6,311|6,249|***YEAR OF ENTRY|14,309|1,749|0|1,749|12,560|503|12,057|***WORLD REGION OF BIRTH OF FOREIGN BORN|12,560|4,514|4,893|339|563|1,722|529|***LANGUAGE SPOKEN AT HOME|55,597|41,264|14,333|3,162|4,794|949|4,860|572|3,659|1,516|1,020|125|***ANCESTRY|60,205|2,821|570|342|305|306|4,375|1,704|439|5,411|448|859|6,557|4,544|684|289|4,603|129|5,876|379|952|119|259|199|345|298|172
DATA|MN31|Lenox Hill-Roosevelt Island|***HOUSEHOLD BY TYPE|43,515|15,753|6,222|13,168|5,091|509|196|2,076|935|27,762|23,204|5,728|6,283|9,664|1.8|2.8|***RELATIONSHIP|78,543|43,515|13,212|12,927|1,798|7,091|2,269|***MARITAL STATUS|31,660|13,878|14,454|445|708|2,175|40,407|19,282|14,257|650|2,251|3,967|***GRANDPARENTS|182|58|25|33|0|0|58|58|25|***SCHOOL ENROLLMENT|12,495|1,273|698|3,391|1,325|5,808|***EDUCATIONAL ATTAINMENT|65,763|1,118|1,545|5,226|6,058|1,924|24,750|25,142|-|-|***VETERAN STATUS|70,939|2,885|***RESIDENCE 1 YEAR AGO|80,128|64,479|13,163|7,718|5,445|1,496|3,949|2,486|***PLACE OF BIRTH|81,378|60,363|58,886|35,716|23,170|1,477|21,015|***U.S. CITIZENSHIP STATUS|21,015|9,238|11,777|***YEAR OF ENTRY|22,492|1,477|143|1,334|21,015|1,897|19,118|***WORLD REGION OF BIRTH OF FOREIGN BORN|21,015|7,136|8,221|1,436|478|3,103|641|***LANGUAGE SPOKEN AT HOME|76,381|55,138|21,243|5,010|4,590|1,061|9,476|2,038|5,319|1,624|1,858|287|***ANCESTRY|81,378|8,297|1,237|498|268|616|4,077|2,326|467|7,590|999|1,017|8,246|6,990|266|607|5,138|188|7,164|497|1,101|172|989|458|748|284|556
DATA|MN32|Yorkville|***HOUSEHOLD BY TYPE|43,613|15,781|5,970|13,193|4,919|478|176|2,110|875|27,832|23,305|5,523|6,132|9,260|1.8|2.7|***RELATIONSHIP|76,894|43,613|13,126|11,642|1,660|6,853|1,978|***MARITAL STATUS|29,383|12,625|13,934|309|474|2,041|39,919|18,670|13,717|877|3,003|3,652|***GRANDPARENTS|293|94|0|0|54|40|94|54|76|***SCHOOL ENROLLMENT|11,299|1,165|405|3,585|1,249|4,895|***EDUCATIONAL ATTAINMENT|63,190|1,448|1,290|4,625|5,149|1,891|25,347|23,440|-|-|***VETERAN STATUS|68,405|2,759|***RESIDENCE 1 YEAR AGO|77,089|63,692|12,326|6,419|5,907|2,499|3,408|1,071|***PLACE OF BIRTH|77,676|60,840|58,686|37,829|20,857|2,154|16,836|***U.S. CITIZENSHIP STATUS|16,836|8,434|8,402|***YEAR OF ENTRY|18,990|2,154|72|2,082|16,836|499|16,337|***WORLD REGION OF BIRTH OF FOREIGN BORN|16,836|6,459|5,739|593|439|3,128|478|***LANGUAGE SPOKEN AT HOME|74,018|53,975|20,043|5,023|6,278|1,886|8,373|1,442|4,287|1,509|1,105|186|***ANCESTRY|77,676|6,341|990|490|307|528|4,003|2,212|283|8,099|760|1,455|9,960|8,504|467|591|4,819|242|6,863|406|1,419|72|258|314|382|551|767
DATA|MN40|Upper East Side-Carnegie Hill|***HOUSEHOLD BY TYPE|28,751|14,891|6,186|13,409|5,405|327|103|1,155|678|13,860|12,022|5,078|6,247|10,668|2.0|2.8|***RELATIONSHIP|58,447|28,751|13,483|12,757|758|2,698|1,485|***MARITAL STATUS|21,963|6,057|13,999|225|425|1,257|27,772|8,092|13,975|328|2,637|2,740|***GRANDPARENTS|203|57|0|43|2|12|57|55|43|***SCHOOL ENROLLMENT|11,862|1,282|720|5,064|2,086|2,710|***EDUCATIONAL ATTAINMENT|45,455|256|476|2,619|3,433|1,181|16,945|20,545|-|-|***VETERAN STATUS|47,907|3,193|***RESIDENCE 1 YEAR AGO|58,365|52,856|4,807|2,388|2,419|932|1,487|702|***PLACE OF BIRTH|58,834|48,866|47,672|31,153|16,519|1,194|9,968|***U.S. CITIZENSHIP STATUS|9,968|5,769|4,199|***YEAR OF ENTRY|11,162|1,194|91|1,103|9,968|688|9,280|***WORLD REGION OF BIRTH OF FOREIGN BORN|9,968|4,358|2,768|355|172|1,767|548|***LANGUAGE SPOKEN AT HOME|56,063|44,461|11,602|1,754|3,113|517|5,547|564|1,911|374|1,031|299|***ANCESTRY|58,834|6,031|436|461|95|566|5,529|1,915|59|6,351|799|955|5,812|4,155|471|255|3,803|222|5,869|572|1,398|189|233|188|443|332|178
DATA|MN04|Hamilton Heights|***HOUSEHOLD BY TYPE|18,678|9,900|4,608|3,655|1,938|1,318|343|4,927|2,327|8,778|6,717|2,104|5,946|4,426|2.7|3.7|***RELATIONSHIP|51,065|18,678|3,634|16,039|7,045|5,669|726|***MARITAL STATUS|20,044|11,519|5,614|845|381|1,685|22,674|12,092|4,739|1,505|1,703|2,635|***GRANDPARENTS|1,534|924|309|109|0|506|924|676|414|***SCHOOL ENROLLMENT|13,324|599|649|4,824|2,691|4,561|***EDUCATIONAL ATTAINMENT|34,663|5,210|3,720|7,413|6,110|1,907|6,250|4,053|-|-|***VETERAN STATUS|40,765|1,243|***RESIDENCE 1 YEAR AGO|50,834|43,880|6,419|4,319|2,100|947|1,153|535|***PLACE OF BIRTH|51,527|32,985|31,237|22,159|9,078|1,748|18,542|***U.S. CITIZENSHIP STATUS|18,542|7,791|10,751|***YEAR OF ENTRY|20,290|1,748|19|1,729|18,542|348|18,194|***WORLD REGION OF BIRTH OF FOREIGN BORN|18,542|754|939|1,045|145|15,455|204|***LANGUAGE SPOKEN AT HOME|48,601|22,324|26,277|12,324|22,579|11,485|2,141|380|438|123|1,119|336|***ANCESTRY|51,527|1,579|493|44|10|320|815|512|119|1,528|83|51|1,292|925|0|34|637|22|415|38|147|40|1,836|47|21|125|2,573
DATA|MN06|Manhattanville|***HOUSEHOLD BY TYPE|8,130|4,668|2,090|1,729|637|515|147|2,424|1,306|3,462|2,773|846|2,480|1,940|2.9|3.7|***RELATIONSHIP|23,305|8,130|1,723|7,748|3,202|2,502|392|***MARITAL STATUS|9,270|5,490|2,717|357|166|540|10,395|5,337|2,353|781|841|1,083|***GRANDPARENTS|561|280|37|65|18|160|280|237|138|***SCHOOL ENROLLMENT|6,390|371|299|2,281|1,558|1,881|***EDUCATIONAL ATTAINMENT|15,422|3,444|2,251|3,483|2,249|934|2,014|1,047|-|-|***VETERAN STATUS|18,674|427|***RESIDENCE 1 YEAR AGO|23,582|21,582|1,576|954|622|408|214|424|***PLACE OF BIRTH|23,845|14,345|13,452|10,390|3,062|893|9,500|***U.S. CITIZENSHIP STATUS|9,500|3,430|6,070|***YEAR OF ENTRY|10,393|893|0|893|9,500|430|9,070|***WORLD REGION OF BIRTH OF FOREIGN BORN|9,500|324|711|595|38|7,832|0|***LANGUAGE SPOKEN AT HOME|22,525|8,762|13,763|7,041|12,025|6,306|833|239|421|238|484|258|***ANCESTRY|23,845|713|49|0|0|41|406|113|0|377|5|0|182|242|0|19|109|8|134|0|19|0|995|28|0|17|924
DATA|MN09|Morningside Heights|***HOUSEHOLD BY TYPE|20,166|8,860|3,289|5,591|2,238|595|78|2,674|973|11,306|8,123|2,499|3,577|4,555|2.2|3.0|***RELATIONSHIP|43,546|20,166|5,576|9,553|2,153|6,098|1,217|***MARITAL STATUS|21,113|13,094|6,419|295|252|1,053|28,498|17,521|6,387|1,001|1,664|1,925|***GRANDPARENTS|431|177|0|94|19|64|177|158|87|***SCHOOL ENROLLMENT|22,595|348|247|2,402|1,599|17,999|***EDUCATIONAL ATTAINMENT|34,232|2,296|1,886|4,011|2,832|1,021|8,069|14,117|-|-|***VETERAN STATUS|48,489|1,150|***RESIDENCE 1 YEAR AGO|53,928|40,798|10,516|4,401|6,115|1,786|4,329|2,614|***PLACE OF BIRTH|54,326|38,740|37,042|19,221|17,821|1,698|15,586|***U.S. CITIZENSHIP STATUS|15,586|6,527|9,059|***YEAR OF ENTRY|17,284|1,698|24|1,674|15,586|1,453|14,133|***WORLD REGION OF BIRTH OF FOREIGN BORN|15,586|3,227|5,775|669|67|5,322|526|***LANGUAGE SPOKEN AT HOME|52,511|31,109|21,402|6,482|10,267|4,030|4,922|688|4,873|1,504|1,340|260|***ANCESTRY|54,326|1,133|617|314|198|619|3,008|1,209|169|4,012|275|310|3,580|2,808|137|316|2,111|140|1,986|339|749|100|781|265|228|228|647
